"id","Completed","003","0002","0004","0005","0001","0001","0001","0001","0001","0001","0002","0001","0002","0001","0002","0001","0002","0001","0002","0001","0001","0001","0002","0001","0002","0001","0002","0003","0004","0005","0006","0007","0008","0009","0010","0011","0012","0013","0014","0015","0007 [Répliques]","0007 [Musique]","0007 [Qualité de l'histoire]","0007 [Revoir un film plusieurs fois sans se lasser]","0007 [L'avoir vu enfant]","0007 [Porteur d'émotion]"
"208","Y","27","Femme","Mexique ","Oui","Musique","Yes","Star wars","No","","Yes"," Lion king ","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","No","","Yes","Terminator","No","","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt pas d'accord","Neutre","D'accord"
"210","Y","41","Femme","France ","Non","Musique","Yes","Star wars","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","L e roi lion","Yes","Robin des Bois","Yes","Terminator","Yes","Non pasaran","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"211","Y","19","Homme","France ","Oui","Musique","Yes","star wars episode V l'empire contre-attaque","Yes","Terminator ","Yes","Le roi lion","Yes","Titanic","Yes","Star wars episode IV","No","","Yes","le roi lion","Yes","le seigneur des anneaux la communauté de l'anneau","Yes","terminator ","Yes","le seigneur des anneaux la communauté de l'anneau","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"212","Y","56","Homme","Grèce ","Non","Répliques","Yes","Star Wars","No","","No","","Yes","Titanic","No","","No","","Yes","Le roi lion","No","","Yes","Terminator","No","","","0 fois","","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","","2-5 fois","More than 20 years old","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Neutre"
"213","Y","25","Femme","France ","Non","Musique","Yes","Star wars","Yes","terminator","Yes","le roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","le roi lion","Yes","seigneur des anneaux","No","","Yes","le seigneur des anneaux","","0 fois","","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","1 fois","0-10 years old","D'accord","D'accord","Plutôt d'accord","D'accord","D'accord","D'accord"
"214","Y","30","Femme","France ","Non","Musique","Yes","star wars","Yes","seigneur des anneaux peut etre","Yes","roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","roi lion","Yes","le seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","Plus de 5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Plutôt pas d'accord","Plutôt d'accord"
"215","Y","22","Homme","France ","Oui","Répliques","Yes","Star Wars ","Yes","Seigneur des anneaux ","No","","No","","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"217","Y","21","Homme","France ","Non","Musique","Yes","Star Wars episode V","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","D'accord"
"218","Y","25","Homme","France ","Oui","Musique","Yes","Star Wars - Episode 5","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars - Tous.","Yes","Titanic","No","","Yes","Seigneur des Anneaux","Yes","Terminator","Yes","Seigneur des Anneaux - n°1 (je crois)","","1 fois","11-20 years old","","0 fois","","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","Neutre","Plutôt d'accord","Plutôt d'accord","D'accord","Neutre","Neutre"
"219","Y","24","Homme","France ","Non","Répliques","Yes","Star Wars V L'empire contre attaque","No","","Yes","Le Roi Lion Hakuna Matata","Yes","TItanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux la communauté de l'anneau","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"220","Y","21","Homme","France ","Oui","Répliques","Yes","Star Wars : L'Empire Contre-Attaque","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux : Les Deux Tours","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Pas d'accord","Neutre","D'accord"
"221","Y","62","Homme","France ","Non","Répliques","Yes","star wars","No","","No","","No","","No","","No","","No","","No","","No","","No","","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","D'accord","Neutre","D'accord","D'accord","D'accord","Neutre"
"223","Y","23","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi ","Yes","LOTR","Yes","Terminator","Yes","LOTR","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","0-10 years old","D'accord","D'accord","Neutre","Neutre","Plutôt d'accord","Neutre"
"224","Y","19","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","No","","Yes","Le Seigneur des Anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Neutre","Neutre"
"225","Y","20","Homme","Tchad ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","No","","No","","Yes","Le seigneur des anneaux","No","","No","","","1 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","0-10 years old","","0 fois","","Neutre","D'accord","D'accord","Neutre","Plutôt d'accord","D'accord"
"226","Y","19","Femme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","Neutre","Plutôt d'accord","D'accord","Plutôt d'accord","Pas d'accord","D'accord"
"228","Y","20","Homme","France ","Oui","Répliques","Yes","star wars ","No","","Yes","roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","roi lion","Yes","seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","0-10 years old","D'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"229","Y","21","Homme","France ","Non","Musique","Yes","Star wars V","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux la communauté de l’anneau","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","D'accord","D'accord","D'accord","Neutre","Pas d'accord","D'accord"
"231","Y","26","Homme","France ","Non","Répliques","Yes","Star Wars - l'empire contre-attaque","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi Lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux - La communauté de l'anneau","","Plus de 5 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","","Plus de 5 fois","11-20 years old","","0 fois","","Neutre","D'accord","Plutôt d'accord","D'accord","Pas d'accord","Neutre"
"232","Y","41","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi Lion","No","","Yes","Terminator 2","No","","","2-5 fois","11-20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","","1 fois","More than 20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"233","Y","61","Homme","France ","Non","Répliques","Yes","Un épisode de Star Wars. Je n'ai pas vu le film, mais entendu une analyse. ","No","","No","","Yes","Aucun. (Mais je pense que c'est Titanic). Je connais simplement le morceau. ","No","","Yes","Titanic, je crois. Mais elle aurit pu se trouver à bien d'autres films (avez-vous, vous, vu tous les films du monde pour savoir qu'elle n'y est pas ?)","Yes","Aucun. Je connais la musique. Mais je pense que cela pourrait être le Roi Lion. ","No","","No","","No","","","0 fois","","","2-5 fois","More than 20 years old","","0 fois","","","0 fois","","","0 fois","","Pas d'accord","Pas d'accord","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord"
"235","Y","20","Homme","Madagascar ","Oui","Musique","Yes","Star wars","No","","Yes","Roi Lion","No","","Yes","Star Wars","No","","Yes","Roi Lion","No","","No","","Yes","Le seigneur des anneaux","","0 fois","","","1 fois","0-10 years old","","0 fois","","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord","Neutre"
"236","Y","22","Homme","France ","Oui","Répliques","Yes","Le royaume des couleurs","Yes","Terminator mais pas sûr","Yes","Roi Lion meilleur Disney ever","Yes","Titanic","Yes","Star Wars","Yes","Astérix Mission Cléopatre pour les vrais Titanic pour les autres","Yes","Roi Lion","Yes","Seigneur des Anneaux","Yes","Terminator mais pas sûr","Yes","Seigneur des Anneaux","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","D'accord","Pas d'accord","Plutôt d'accord"
"238","Y","31","Femme","France ","Non","Répliques","Yes","Star wars","No","","No","","Yes","Titanic","No","","Yes","titanic","No","","No","","Yes","Terminator","Yes","Le seigneur des anneaux","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","D'accord","Neutre","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"241","Y","42","Femme","France ","Oui","Répliques","Yes","star wars","No","","Yes","le roi lion","Yes","titanic","Yes","starwars","Yes","titanic","Yes","le roi lion","Yes","le seigneur des anneaux","Yes","terminator","Yes","le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Neutre","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Neutre","Neutre"
"242","Y","42","Femme","France ","Non","Musique","Yes","Stars wars","No","","No","","No","","No","","Yes","Titanic","Yes","Invictus","No","","No","","No","","","1 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","","0 fois","","","0 fois","","Neutre","Plutôt d'accord","D'accord","Neutre","Plutôt d'accord","D'accord"
"243","Y","48","Homme","France ","Non","Répliques","Yes","star wars","No","","No","","Yes","titanic","Yes","starwars","Yes","titanic","Yes","le roi lion","Yes","le seigneur des anneaux","Yes","terminator","No","","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","D'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"244","Y","20","Homme","France ","Oui","Musique","Yes","star wars","No","","Yes","the lion king","Yes","titanic","Yes","star wars (dark vador's theme)","No","","Yes","The lion king (circle of life)","Yes","the lord of the ring","No","","Yes","the lord of the ring (gandalf)","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Plutôt pas d'accord","D'accord"
"245","Y","20","Homme","France ","Oui","Musique","Yes","Star wars","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Star wars ","Yes","Titanic","Yes","Le roi lion","Yes","Seigneur des anneaux","Yes","Terminator","Yes","Seigneur des anneaux","","0 fois","","","1 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Pas d'accord","Pas d'accord","Neutre"
"246","Y","21","Femme","Malaisie ","Oui","Musique","No","","No","","No","","Yes","titanic","No","","No","","Yes","tarzen","No","","No","","No","","","1 fois","11-20 years old","","0 fois","","","0 fois","","","0 fois","","","0 fois","","Neutre","Plutôt d'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord"
"247","Y","50","Femme","France ","Non","Musique","Yes","Star wars","Yes","Le seigneur des anneaux ","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux ","No","","Yes","Le seigneur des anneaux ","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"248","Y","37","Femme","France ","Non","Musique","No","","No","","No","","Yes","titanic","Yes","star wars","Yes","titanic","Yes","le roi lion","No","","No","","No","","","0 fois","","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"249","Y","41","Homme","France ","Non","Musique","Yes","Star Wars V: Empire Strikes Back","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars V: Empire Strikes Back","Yes","Titanic","Yes","Lion King","Yes","Lord of The Rings: the fellowship of the ring","Yes","Terminator","Yes","Lord of the Rings: the fellowship of the Ring","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","","Plus de 5 fois","More than 20 years old","","Plus de 5 fois","11-20 years old","Plutôt d'accord","Plutôt d'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"250","Y","17","Homme","France ","Non","Musique","Yes","Star wars","No","","Yes","Le livre de la jungle","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux ","No","","Yes","Le seigneur des anneaux 2","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Plutôt d'accord"
"252","Y","22","Femme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","No","","","0 fois","","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","1 fois","More than 20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord"
"254","Y","42","Homme","France ","Non","Répliques","Yes","Star wars","Yes","Terminator","No","","Yes","Titanic","Yes","star wars","Yes","Titanic","Yes","Le roi lion","Yes","Seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","2-5 fois","11-20 years old","","0 fois","","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"255","Y","20","Homme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le livre de la jungle","Yes","Titanic","Yes","Star wars","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt d'accord","Neutre"
"256","Y","21","Homme","France ","Oui","Musique","Yes","Star Wars","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","Neutre","Neutre","Plutôt d'accord"
"257","Y","21","Femme","France ","Oui","Répliques","Yes","star wars","No","","Yes","le roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","le roi lion","No","","No","","Yes","le seigneur des anneaux","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"258","Y","36","Femme","France ","Non","Musique","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Roi lion","Yes","Seigneur des anneaux","Yes","Terminator","No","","","1 fois","More than 20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Pas d'accord","D'accord"
"259","Y","21","Homme","France ","Oui","Répliques","Yes","Star Wars 5","Yes","Terminator ","Yes","Roi lion","Yes","Titanic","Yes","Star Wars ","Yes","Titanic ","Yes","Roi lion","Yes","Seigneur des anneaux ","Yes","Terminator ","Yes","Seigneur des anneaux ","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Pas d'accord","Neutre","D'accord"
"261","Y","20","Femme","France ","Oui","Musique","Yes","Star Wars Episode V : L'Empire Contre Attaque","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","1 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Neutre","Neutre","Plutôt d'accord"
"262","Y","24","Homme","Inde ","Oui","Répliques","Yes","Star wars","Yes","Terminator ","No","","Yes","Don't remember ","Yes","Star wars","Yes","Don't remember ","No","","Yes","LORD OF THE RINGS...... (GLAD YOU HAD THIS)","Yes","Terminator ","Yes","Lord of the Rings..... (goosebumps) ","","0 fois","","","0 fois","","","2-5 fois","0-10 years old","","Plus de 5 fois","More than 20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"263","Y","27","Homme","Russie ","Oui","Répliques","Yes","Star Wars","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Lion King","Yes","The Lord of the Rings","Yes","Terminator","Yes","Star Wars","","1 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Pas d'accord","Neutre","D'accord"
"264","Y","29","Femme","Ukraine ","Oui","Musique","Yes","Star Wars","No","","No","","Yes","Titanic","No","","No","","Yes","Le Roi Lion","Yes","Pirates de Caraïbes ","Yes","Terminator ","No","","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","Neutre","Plutôt d'accord","Plutôt d'accord","Plutôt pas d'accord","Neutre","Plutôt d'accord"
"267","Y","21","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"268","Y","20","Homme","France ","Oui","Musique","Yes","Star Wars !","Yes","J'ai entendu cette musique dans la série Hero Corp ! Mais elle est probablement aussi dans un Marvel","Yes","Le Roi Lion, le fameux Hakuna Matata !","Yes","On a entendu Celine dans TITANIC bien sur mais il me semblait en avoir aussi entendu un bout dans Avatar","Yes","Star Wars","Yes","Mais je ne me rappelle lui le film..","Yes","Le Roi Lion","Yes","Les Marvel !","Yes","Terminator","No","","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Neutre"
"269","Y","19","Homme","France ","Non","Répliques","Yes","Star Wars","Yes","Terminator","No","","Yes","Titanic","Yes","Star wars la marche de l'empereur","No","","Yes","le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","Neutre","Neutre","Plutôt d'accord"
"270","Y","23","Homme","France ","Oui","Musique","Yes","Star Wars","Yes","Seigneur des anneaux","Yes","Roi lion","Yes","Titanic","Yes","L'empire contre attaque","Yes","Titanic","Yes","Le roi lion","No","","Yes","Terminator","Yes","Seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","More than 20 years old","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"271","Y","23","Femme","Inde ","Non","Musique","Yes","Star Wars","No","","No","","No","","Yes","Star Wars","Yes","Iron Man","No","","No","","No","","Yes","Harry Potter","","Plus de 5 fois","11-20 years old","","0 fois","","","0 fois","","","1 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt d'accord"
"272","Y","28","Homme","Algérie ","Oui","Musique","Yes","Star Wars","No","","No","","Yes","titanic ","Yes","Star Wars","No","","Yes","blood diamond","Yes","lord of the ring","No","","Yes","lord of the ring","","1 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","More than 20 years old","","1 fois","11-20 years old","Plutôt pas d'accord","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord"
"273","Y","53","Femme","France ","Non","Répliques","No","","Yes","La guerre des étoiles","No","","No","","Yes","La guerre des étoiles","No","","No","","No","","Yes","Terminator","No","","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"274","Y","20","Homme","France ","Oui","Musique","Yes","Star Wars 5","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord"
"275","Y","20","Homme","France ","Oui","Musique","Yes","Star Wars","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","No","","Yes","Terminator","Yes","Le Seigneur des Anneaux","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"276","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars","Yes","Pirates des caraïbes","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Pirates des Caraïbes","No","","Yes","Seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","Plutôt d'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Plutôt pas d'accord","Plutôt d'accord"
"277","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars V","No","","Yes","Le livre de la jungle","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","LOTR","Yes","Terminator","Yes","LOTR","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord","Plutôt d'accord"
"279","Y","41","Homme","Indonésie ","Oui","Musique","No","","Yes","Lord of The Ring","No","","Yes","Titanic","Yes","Starwars","No","","No","","Yes","Lord of The Ring","Yes","Terminator","Yes","Lord of The Ring","","1 fois","More than 20 years old","","1 fois","11-20 years old","","2-5 fois","More than 20 years old","","Plus de 5 fois","More than 20 years old","","Plus de 5 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"280","Y","23","Homme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Amistad","Yes","Le roi lion","Yes","LOTR","Yes","Terminator","Yes","lotr","","Plus de 5 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Pas d'accord","D'accord"
"282","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Roi Lion","Yes","Seigneur des Anneaux","No","","Yes","Seigneur des Anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Pas d'accord","D'accord"
"284","Y","23","Femme","Madagascar ","Non","Répliques","Yes","Star Wars","Yes","Pas sure, Indiana Jones?","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","No","","No","","Yes","Le Seigneur des anneaux","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","D'accord","Neutre","D'accord","D'accord","Pas d'accord","D'accord"
